,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,3.2975139804825027e-05,0.00022981380896003323,3.298633040027532e-05,3.296556336773726e-05,7.856289605312483e-05,3.2983667862529487e-05,0.00015573214344288822,3.298107185623067e-05,3.296526153684365e-05,3.297968478777058e-05,3.2987258980154976e-05,3.298227813053334e-05,0.00022980587347642967,3.2980303932284016e-05,3.296819785636451e-05,3.297951766578766e-05,0.0002299262770879551,3.2964880887664805e-05,3.297580816963297e-05,3.299277218582475e-05,3.297880524200103e-05,0.00022982549486982862,0.00022981825799872624,3.298262643547378e-05,3.298929960093844e-05,0.00022766154816733497,0.00022555433966231497,0.0001619813133673098,0.00022984474428233703,3.2983069223835315e-05,3.2972689384291876e-05,3.2972979348899756e-05,0.00022992533220556055,0.00022982692633854995,3.297453569894859e-05,3.298508236915243e-05,0.00015810721582343312,3.2993516874690876e-05,3.297026473692011e-05,0.00021209412763978364,0.0002299089303960944,3.296951107023549e-05,6.992239854297644e-05,3.2973164237226626e-05,0.00022983691110756155,3.299086529662265e-05,0.00022984490433186622,3.2965441220222935e-05,4.140239649907951e-05,3.299178573012984e-05,3.297762970144724e-05,3.2974223392212565e-05,3.297603963681173e-05,0.00022986694223470217
1,3.297522059919622e-05,0.0005075166627502847,3.298641123117285e-05,3.2965644156335294e-05,7.856308858200656e-05,3.2983748695647463e-05,0.000155732525152108,3.298115267946766e-05,3.296534233454551e-05,3.297976560401317e-05,3.298733982903812e-05,3.298235896243007e-05,0.0005075007093479078,3.298038474441878e-05,3.296827863374929e-05,3.297959848103105e-05,0.00031542084511981816,3.2964961660608694e-05,3.297588898165671e-05,3.299285303848265e-05,3.2978886076895364e-05,0.0006397254408950781,0.0006627123494905574,3.2982707244721965e-05,3.298938043916344e-05,0.00022766210619085125,0.0002255548925059747,0.000161981710400938,0.0005075789007039644,3.298315004296448e-05,3.2972770186656675e-05,3.297306014704571e-05,0.0003184947597930643,0.0005075430443720608,3.297461650519917e-05,3.298516320737743e-05,0.00015810760336398832,3.299359772601651e-05,3.297034552440792e-05,0.0002120946475215879,0.00037178306336305145,3.296959186671611e-05,6.992256990834278e-05,3.2973245050582634e-05,0.0006034163306055662,3.299094611475262e-05,0.0005779592555567037,3.2965521984062995e-05,4.140249797701667e-05,3.29918665845641e-05,3.2977710515136316e-05,3.29743042012387e-05,3.297612044084186e-05,0.0005076236054534222
2,0.00024203964779367926,3.293890128586163e-05,3.2986283862501686e-05,0.0003411649421577456,3.298976054388891e-05,0.00014560358886950286,3.298343432922568e-05,3.2981025253397966e-05,3.296521496598537e-05,0.00019076601994727493,3.298721237465774e-05,3.298223150327573e-05,3.293665025871917e-05,3.298025732079157e-05,3.296815130338082e-05,3.297947110025845e-05,3.2970167657686567e-05,3.296483433123942e-05,3.297576159577709e-05,3.299272551515742e-05,3.297875864982647e-05,3.29422531150092e-05,3.2940212377319256e-05,3.298257986539266e-05,3.298925296479904e-05,3.297748774855336e-05,3.297766267196245e-05,3.298291958486743e-05,3.294764425587626e-05,3.298302267773501e-05,3.297264274948475e-05,3.2972932751063055e-05,3.296991001211502e-05,3.2942614869524434e-05,0.00024883408000764273,3.298503579496348e-05,3.298323871114839e-05,3.299347030505384e-05,3.297021818904344e-05,3.297877887453726e-05,3.2965428645614914e-05,0.00030516089538024094,3.299046544580353e-05,3.2973117657597584e-05,3.2945466622025243e-05,3.2990818785716414e-05,3.294771233353089e-05,3.2965394625716904e-05,3.299278717994181e-05,3.299173910242814e-05,0.0002139847810757045,3.297417682024406e-05,3.297599307483523e-05,3.295388568402835e-05
3,3.297513847710931e-05,0.00022541655717667197,3.298632907233756e-05,3.296556204068768e-05,7.856289288865614e-05,3.298366653459173e-05,0.00015573213716857381,3.298107052862598e-05,3.2965260209683045e-05,3.297968346027691e-05,3.298725765232824e-05,3.2982276802373534e-05,0.00022540874865484284,3.2980302604235234e-05,3.2968196529092886e-05,3.297951633818297e-05,0.00022552721166291256,3.296487956128136e-05,3.297580684180623e-05,3.29927708574429e-05,3.2978803914285315e-05,0.00022542805694381052,0.00022542093612898384,3.298262510775807e-05,3.2989298272334544e-05,0.00022555369598453723,0.00022555433057624974,0.00016198130684186296,0.00022544699683235692,3.2983067896341645e-05,3.2972688056243094e-05,3.297297802162813e-05,0.00022552628212979542,0.00022542946452097645,3.29745343713439e-05,3.298508104154774e-05,0.00015810720945408363,3.299351554653107e-05,3.2970263409870526e-05,0.00021209411909506315,0.00022551014656313484,3.296950974307489e-05,6.992239572634062e-05,3.297316290928887e-05,0.00022543928997498242,3.299086396901796e-05,0.00022544715482863964,3.29654398933954e-05,4.140239483219066e-05,3.299178440152595e-05,3.297762837350948e-05,3.297422206449685e-05,3.29760383095401e-05,0.00022546883839669185
4,0.00022174088812931814,3.2938897937651035e-05,3.298628050429908e-05,0.0002217080562754159,3.2989757189461066e-05,0.00014560357405679625,3.2983430977795436e-05,3.2981021899747276e-05,3.296521161288979e-05,0.00019076600054113158,3.2987209019008645e-05,3.298222814840379e-05,3.293664690851017e-05,3.298025397047155e-05,3.296814794684355e-05,3.297946774549754e-05,3.297016430425792e-05,3.2964830975812376e-05,3.297575823990595e-05,3.299272216272797e-05,3.297875529406635e-05,3.294224976368998e-05,3.294020902300243e-05,3.298257650763414e-05,3.298924960926097e-05,3.297748439501369e-05,3.297765931775665e-05,3.298291623365923e-05,3.294764090244762e-05,3.2983019322974094e-05,3.2972639393280545e-05,3.297292939996588e-05,3.296990665890842e-05,3.294261151809419e-05,0.00022173881079212698,3.298503244131279e-05,3.2983235355499296e-05,3.299346694674021e-05,3.2970214830729816e-05,3.2978775521552706e-05,3.2965425291076045e-05,0.00022172156524113973,3.2990462090931594e-05,3.297311429995009e-05,3.294546326981784e-05,3.2990815429290166e-05,3.2947708986985624e-05,3.2965391270622924e-05,3.2992783825291916e-05,3.299173574833336e-05,0.00021398475930389793,3.2974173465372125e-05,3.297598971918614e-05,3.2953882327713124e-05
5,3.297513436339994e-05,0.00021195939439588862,3.298632495885023e-05,3.296555792897671e-05,7.856288308427661e-05,3.298366242066031e-05,0.00015573211773167728,3.298106641269616e-05,3.296525609630674e-05,3.297967934634549e-05,3.2987253537064554e-05,3.29822726858886e-05,0.00021195197442347435,3.2980298488749504e-05,3.296819241760396e-05,3.297951222436257e-05,0.00021206449848332198,3.296487544934834e-05,3.29758027273197e-05,3.2992766739292634e-05,3.2978799799798786e-05,0.00021197032450226416,0.00021196355885866325,3.298262099293847e-05,3.298929415340712e-05,0.0002120896429422814,0.00021209024539459165,0.00016198128662514577,0.00021198831713276078,3.298306378296534e-05,3.2972683941312475e-05,3.297297390858489e-05,0.0002120636159261835,0.00021197165896102987,3.297453025696839e-05,3.298507692772734e-05,0.0001581071897200914,3.299351143226659e-05,3.297025929682729e-05,0.00021209409262246126,0.0002120482951581959,3.296950563069778e-05,6.992238700098685e-05,3.297315879446927e-05,0.00021198099685149074,3.2990859857640054e-05,0.00021198846884651346,3.296543577946398e-05,4.140238967031973e-05,3.299178028481897e-05,3.2977624259578064e-05,3.297421795134259e-05,3.2976034196607884e-05,0.00021200906801910335
6,3.2975111505018084e-05,0.00014121218771001587,3.298630209769282e-05,3.296553507803335e-05,7.856282860008168e-05,3.298363955872574e-05,0.00014132098068952992,3.298104354154674e-05,3.296523324303191e-05,3.297965648518808e-05,3.2987230669245804e-05,3.298224980907705e-05,0.00014120681043316985,3.2980275618488264e-05,3.2968169569436157e-05,3.297948936697992e-05,0.00014128811200397884,3.296485260073645e-05,3.2975779866273314e-05,3.299274385137885e-05,3.2978776936198884e-05,0.00014122012296957642,0.0001412152245456877,3.29825981290055e-05,3.298927126627049e-05,0.00014130621248376052,0.00014130664597789,0.00014131970006792116,0.0001412331356320795,3.2983040930467666e-05,3.297266107227248e-05,3.29729510495369e-05,0.00014128747640995698,0.00014122107302738662,3.297450739525587e-05,3.298505406845731e-05,0.000141320493993069,3.2993488571553264e-05,3.297023644310837e-05,0.000141309413936197,0.00014127643923900202,3.2969482777422954e-05,6.992233851155216e-05,3.297313592709461e-05,0.00014122784767134355,3.2990837011581675e-05,0.0001412332543122563,3.296541291408772e-05,4.1402360984266195e-05,3.299175740756333e-05,3.297760139842065e-05,3.29741950952922e-05,3.297601134299999e-05,0.00014124815256089107
7,0.00024203963041435905,3.2938898923196014e-05,3.298628149317473e-05,0.00024200429784837496,3.298975817811467e-05,0.00014560357841597593,3.298343196511677e-05,3.298102288795679e-05,3.2965212600211125e-05,0.00019076600625167472,3.298721000632998e-05,3.2982229136613306e-05,3.293664789494333e-05,3.298025495712675e-05,3.296814893527511e-05,3.297946873304092e-05,3.297016529124619e-05,3.296483196368882e-05,3.297575922800444e-05,3.299272315016033e-05,3.29787562819428e-05,3.294225075067825e-05,3.294021000943559e-05,3.29825774960657e-05,3.298925059758151e-05,3.297748538100276e-05,3.297766030441185e-05,3.2982917220314434e-05,3.294764188976895e-05,3.2983020310961564e-05,3.297264038093495e-05,3.297293038628801e-05,3.296990764556362e-05,3.2942612504860413e-05,0.00024203739465722407,3.298503342874515e-05,3.2983236343375744e-05,3.299346793494973e-05,3.297021581982751e-05,3.2978776509540175e-05,3.2965426278619425e-05,0.00024201883495811316,3.299046307869702e-05,3.297311528793756e-05,3.2945464256473045e-05,3.299081641749968e-05,3.2947709972641626e-05,3.2965392258277326e-05,3.299278481261325e-05,3.299173673587674e-05,0.00021398476571077296,3.297417445258244e-05,3.29759907076177e-05,3.2953883315700594e-05
8,3.297510306943252e-05,3.293891118605341e-05,3.298629373216233e-05,3.296552666165464e-05,3.298977044785545e-05,3.2983631106597855e-05,3.298344429791822e-05,0.00017656312018488052,0.00032236783047601136,3.297964815451859e-05,0.00010546209456885336,3.2982241443435534e-05,3.293666010217855e-05,3.298026716502811e-05,0.00032238171941734173,3.297948100156045e-05,3.297017756020981e-05,0.0003223660322413391,0.00020246599265383303,4.1648683909878415e-05,0.0002024755044502946,3.294226300332159e-05,3.294022225042159e-05,3.298258966655254e-05,3.298926283268333e-05,3.297749764841207e-05,3.2977672598133445e-05,3.298292952125248e-05,3.29476541762741e-05,0.00015366752005308015,3.297265266344329e-05,3.2972942632159e-05,3.296991989698572e-05,3.2942624783594e-05,3.297449899453131e-05,0.00013053688439579325,3.298324859324353e-05,3.2993480163612254e-05,0.0002991359194981502,3.297878869212845e-05,3.2965438516052714e-05,3.296947437159137e-05,3.2990475275052056e-05,3.2973127533808544e-05,3.294547649235202e-05,6.376819468378869e-05,3.29477221860941e-05,0.00032236867938162383,3.299279712321024e-05,3.299174896365109e-05,3.2977592976601855e-05,0.0002544538050293088,0.00023388352935937995,3.2953895488074814e-05
9,3.297509956201594e-05,3.293890767075425e-05,3.298629020620503e-05,3.2965523149020015e-05,3.298976692134303e-05,3.2983627596738785e-05,3.2983440760858684e-05,0.00017656310134617215,0.00025441916289459243,3.2979644620123594e-05,0.00010546208331385643,3.298223791159405e-05,3.29366565924305e-05,3.298026365428086e-05,0.0002544304803191455,3.2979477477490526e-05,3.297017404113589e-05,0.0002544176974965673,0.00020246597105311182,4.1648679479977524e-05,0.00020247548284646477,3.294225948125007e-05,3.294021873145869e-05,3.298258615813676e-05,3.298925931272123e-05,3.297749413366802e-05,3.297766907062183e-05,3.2982925989410994e-05,3.2947650647430216e-05,0.0001536675036661883,3.297264914292608e-05,3.2972939115416544e-05,3.296991637979918e-05,3.294262125996816e-05,3.297449547934317e-05,0.00013053687046826745,3.2983245073059386e-05,3.299347664809105e-05,0.0002544384605460692,3.297878518726538e-05,3.2965434997977994e-05,3.296947085074109e-05,3.2990471769966945e-05,3.2973124010515775e-05,3.294547297083561e-05,6.37681878689067e-05,3.294771867345947e-05,0.00025441985467189454,3.299279358981444e-05,3.299174544812988e-05,3.297758945797202e-05,0.0002544537778910172,0.00023388350442132833,3.295389198254561e-05
10,3.2975164017901015e-05,0.0003152725883951435,3.29863546292275e-05,3.296558758281165e-05,7.856295375563427e-05,3.298369209081553e-05,0.00015573225785858735,3.298109607852151e-05,3.296528575380542e-05,3.297970900684177e-05,3.2987283212548846e-05,3.298230235426747e-05,0.0003152621854897175,3.2980328150244986e-05,3.2968222063445296e-05,3.297954188419272e-05,0.0003154203037164516,3.296490508675198e-05,3.297583238803803e-05,3.299279642265951e-05,3.297882946418085e-05,0.0003152878918909474,0.00031527839952982806,3.2982650655988266e-05,3.298932383266617e-05,0.0002276617154332028,0.00022555450537342647,0.0001619814323775559,0.0003153131567433798,3.2983093444238776e-05,3.2972713607470894e-05,3.2973003562974945e-05,0.0003154190605284546,0.00031528978769135296,3.2974559915133206e-05,3.298510659288656e-05,0.0001581073319830706,3.299354110830599e-05,3.297028894477805e-05,0.00021209428347213066,0.0003153974844357643,3.296953528897362e-05,6.992244991310681e-05,3.2973188455187596e-05,0.0003153028686541104,3.299088951502771e-05,0.00031531335668766314,3.296546541819989e-05,4.140242690997553e-05,3.299180996063633e-05,3.2977653919963323e-05,3.2974247610617624e-05,3.297606385188612e-05,0.0003153422809055728
11,3.2975136413981865e-05,0.00021863757749973622,3.298632700954318e-05,3.296555997878148e-05,7.856288797203348e-05,3.2983664471242236e-05,0.00015573212742125975,3.298106846449933e-05,3.29652581465556e-05,3.297968139714946e-05,3.2987255588423636e-05,3.298227473802484e-05,0.0002186299647075618,3.298030054021961e-05,3.296819446685362e-05,3.29795142749445e-05,0.00021874543600142182,3.296487749904209e-05,3.297580477801265e-05,3.299276879220603e-05,3.2978801851046846e-05,0.00021864879030331075,0.00021864184840425516,3.298262304407551e-05,3.2989296206653584e-05,0.0002187712453736168,0.000218771863775169,0.0001619812967037504,0.00021866725301555867,3.2983065833103176e-05,3.297268599244951e-05,3.297297595883375e-05,0.00021874453013226436,0.00021865016104771762,3.2974532307883386e-05,3.298507897830927e-05,0.00015810719955777763,3.299351348273749e-05,3.2970261346965124e-05,0.0002120941058199044,0.00021872880501594416,3.296950768050255e-05,6.992239135095168e-05,3.2973160845384264e-05,0.00021865974089396722,3.299086190711176e-05,0.00021866740784726169,3.296543783060102e-05,4.1402392243594655e-05,3.299178233695521e-05,3.297762631027101e-05,3.297422000170247e-05,3.29760362466347e-05,0.00021868854515649794
12,3.297507398036803e-05,3.293888207012152e-05,3.2986264572043567e-05,3.296549755449352e-05,3.298974128596033e-05,3.298360201775541e-05,3.29834150772923e-05,4.1635612302526326e-05,4.1618027129874946e-05,3.297961896464585e-05,4.164250323424046e-05,3.298221224845577e-05,3.293663102266198e-05,3.2980238062196854e-05,4.162129093698841e-05,3.297945183666773e-05,3.297014842129631e-05,4.161760411258708e-05,4.162975925192658e-05,4.164864716260652e-05,4.163308895410722e-05,3.2942233892718775e-05,3.2940193145591934e-05,3.298256059958149e-05,3.298923369698947e-05,3.297746851738115e-05,3.2977643418918845e-05,3.298290035269602e-05,3.294762500738457e-05,4.1637836464825106e-05,3.297262350987484e-05,3.297291351922471e-05,3.296989076073675e-05,3.294259564312618e-05,3.297446986316732e-05,4.164007855900209e-05,3.2983219452331625e-05,3.299345104290641e-05,4.1623588862949035e-05,3.297875961905117e-05,3.2965409400120826e-05,3.296944525088552e-05,3.299044618321201e-05,3.297309838856677e-05,3.2945447384746807e-05,4.16465218597839e-05,3.2947693105578324e-05,4.1618226797712765e-05,3.2992767926010025e-05,3.299171984483262e-05,3.297756386355655e-05,4.1627991349102444e-05,4.1630011777149534e-05,3.295386642909737e-05
13,3.297517833478203e-05,0.0003716380526026519,3.298636895165963e-05,3.29656018983604e-05,7.85629878702343e-05,3.298370641480197e-05,0.00015573232549614957,3.298111040017648e-05,3.296530006957621e-05,3.297972332616528e-05,3.298729753897778e-05,3.298231667792084e-05,0.0003716260222921264,3.298034246990156e-05,3.2968236378105864e-05,3.297955620429338e-05,0.0003154204407145311,3.2964919401523574e-05,3.2975846708915846e-05,3.299281074808924e-05,3.2978843787945245e-05,0.00037165574209852004,0.0003716447621191499,3.298266497608893e-05,3.2989338156208525e-05,0.00022766181431221888,0.0002255546033351763,0.00016198150272939138,0.0003716849744812567,3.298310776556068e-05,3.297272792346373e-05,3.297301788041107e-05,0.00031849435143915805,0.00037165794415860987,3.297457423434569e-05,3.298512091742811e-05,0.00015810740065291817,3.299355543373572e-05,3.2970303260770883e-05,0.00021209437559144284,0.0003717825867015634,3.296954960341214e-05,6.992248027637427e-05,3.297320277495519e-05,0.00037167306723362437,3.299090383734882e-05,0.000371685200739158,3.2965479730306946e-05,4.1402444892479906e-05,3.299182428828651e-05,3.297766824039705e-05,3.297426192960806e-05,3.29760781700994e-05,0.00037171866687213395
14,3.297508459521037e-05,3.293889267153016e-05,0.00011463486753671148,3.296550816178634e-05,3.298975191656783e-05,3.298361266657057e-05,3.298342570945412e-05,3.298101663873343e-05,3.296520631357325e-05,3.297962956316791e-05,3.2987203731349446e-05,0.0001603644876186916,3.2936641623959595e-05,0.00018256251100923215,3.2968142669398404e-05,0.0001913892084979274,3.2970159026479706e-05,3.2964825730563696e-05,3.2975752941366565e-05,3.299271685264227e-05,3.297875003127615e-05,3.2942244511890983e-05,3.294020375055329e-05,0.00015644106026879712,8.098971718895065e-05,3.297747912567317e-05,3.297765399445929e-05,3.298291098530193e-05,3.2947635555835575e-05,3.29830140134435e-05,0.00026447662234363456,0.0002644777729594594,3.2969901360813125e-05,3.294260624397971e-05,3.2974480457026445e-05,3.298502716675422e-05,3.2983230080274595e-05,3.299346165130945e-05,3.2970209530969186e-05,3.297877027952367e-05,3.2965420009190005e-05,3.296945587727418e-05,3.299045680604795e-05,0.0002624192983671225,3.294545799359394e-05,3.299081013019567e-05,3.294770370820821e-05,3.2965385964423e-05,3.2992778538964984e-05,5.2725238196993374e-05,3.297757449061134e-05,3.297416818182075e-05,3.297598442053573e-05,3.295387705759545e-05
15,3.297509581479119e-05,3.293890391886656e-05,3.2986286445990665e-05,3.296551939779846e-05,3.298976315802005e-05,3.298362384795972e-05,3.2983436989653114e-05,0.00017656308124047726,0.00020243218325810552,3.297964085113847e-05,0.00010546207130168739,3.298223414716084e-05,3.2936652842652236e-05,3.298025990483566e-05,0.0002024415332173568,3.297947371749821e-05,3.29701702862506e-05,0.00020243097251304576,0.00023369088331115506,4.164867474698575e-05,0.00020247545978957504,3.294225572114673e-05,3.294021497568522e-05,3.298258240913565e-05,3.2989255553173e-05,3.2977490383112595e-05,3.2977665308076e-05,3.298292222053689e-05,3.294764688421825e-05,0.00015366748617573478,3.297264538615341e-05,3.2972935358310806e-05,3.2969912625469e-05,3.2942617502418337e-05,3.2974491729675925e-05,0.00013053685560726613,3.298324131362218e-05,3.2993472894649045e-05,0.00020244812528114053,3.297878144270516e-05,3.296543124164941e-05,3.2969467089971616e-05,3.2990468021854014e-05,3.29731202487471e-05,3.294546921128738e-05,6.376818059794509e-05,3.294771492345916e-05,0.00020243275481557355,3.2992789820718293e-05,3.2991741694909926e-05,3.297758570064424e-05,0.00020246077617303015,0.0002024665914324153,3.2953888235542905e-05
16,0.00021397643582177217,3.293889751598833e-05,3.2986280080749e-05,0.00021394456051448962,3.2989756766577116e-05,0.0001456035721902893,3.298343055524455e-05,3.298102147719639e-05,3.296521119022788e-05,0.00019076599809575434,3.298720859634674e-05,3.29822277252978e-05,3.29366464865144e-05,3.2980253547809646e-05,3.2968147524181646e-05,3.297946732261359e-05,3.297016388181806e-05,3.296483055326149e-05,3.297575781713302e-05,3.299272174006607e-05,3.2978754870849336e-05,3.294224934147216e-05,3.294020860100666e-05,3.2982576084417126e-05,3.298924918571089e-05,3.2977483972906896e-05,3.297765889509474e-05,3.298291581155244e-05,3.2947640479896734e-05,3.2983018900201166e-05,3.2972638970396595e-05,3.2972928977859084e-05,3.2969906236690605e-05,3.294261109609842e-05,0.00021397441908166392,3.2985032018761906e-05,3.298323493283739e-05,3.299346652363422e-05,3.29702144075128e-05,3.2978775098668756e-05,3.2965424868747206e-05,0.00021395767620480122,3.2990461668047644e-05,3.297311387706614e-05,3.294546284782207e-05,3.299081500607315e-05,3.294770856498985e-05,3.296539084796102e-05,3.29927834030741e-05,3.299173532578248e-05,0.00021398475656053684,3.297417304304329e-05,3.297598929641321e-05,3.295388190471815e-05
17,3.2975126705081514e-05,0.0001875299477455128,3.298631729964363e-05,3.296555027332282e-05,7.856286482932351e-05,3.2983654761897796e-05,0.0001557320815409602,3.298105874982582e-05,3.296524843965365e-05,3.2979671686916845e-05,3.2987245875637505e-05,3.298226502124191e-05,0.00018752323312598573,3.2980290826767344e-05,3.2968184762727226e-05,3.2979504566821305e-05,0.00018762497589774885,3.2964867794249564e-05,3.297579506822412e-05,3.2992759071648337e-05,3.2978792140148094e-05,0.00018753984371577825,0.00018753372283308867,3.2982613332066535e-05,3.2989286485318736e-05,0.0001876476880323663,0.00018764823214290072,0.00016198124898203492,0.0001875561167371531,3.298305612620123e-05,3.297267628055156e-05,3.297296625026647e-05,0.00018762417861928338,0.00018754104543894368,3.297452259776179e-05,3.298506926918687e-05,0.00015810715297692735,3.2993503773059984e-05,3.297025164061829e-05,0.00018765170669354791,0.00018761033699787877,3.2969497974599804e-05,6.992237075609253e-05,3.2973151132709155e-05,0.00018754949822696876,3.299085220309639e-05,0.00018755625704558465,3.296542811892511e-05,4.140238005956309e-05,3.2991772620505344e-05,3.297761660037146e-05,3.297421029335723e-05,3.297602653973275e-05,0.00018757488765908104
18,3.297509016164657e-05,3.2938898259726734e-05,3.29862807781911e-05,3.296551374065704e-05,3.298975749388422e-05,3.2983618194482034e-05,3.298343131297177e-05,0.0001536623006522797,0.00015362174112276694,3.2979635182783795e-05,0.00010546205319050816,3.298222847236687e-05,3.2936647192283175e-05,3.2980254248360374e-05,0.00015362924382389398,3.297946804892149e-05,3.297016462244784e-05,0.0001536207694675662,0.00015364881855994827,4.164866760336672e-05,0.00015365645397269478,3.2942250069667445e-05,3.2940209322651626e-05,3.298257676398464e-05,3.298924989403318e-05,3.297748471775552e-05,3.2977659636390655e-05,3.298291655939867e-05,3.294764121608562e-05,0.00015366745978317997,3.297263971901998e-05,3.2972929704055964e-05,3.2969906962332374e-05,3.294261183894864e-05,3.2974486063874764e-05,0.0001305368331766532,3.2983235652039866e-05,3.299346723550922e-05,0.00015363453253802728,3.297877579178099e-05,3.296542558639537e-05,3.296946143638291e-05,3.299046236793224e-05,3.2973114586609675e-05,3.2945463559697075e-05,6.376816963848952e-05,3.294770927375623e-05,0.00015362219980585845,3.299278415014317e-05,3.2991736036880326e-05,3.297758004694451e-05,0.0001536446798861002,0.0001536493433443864,3.2953882590058825e-05
