,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,-3.303635361795454e-05,-0.0002302525294817226,-3.302461425691572e-05,-3.304606565712742e-05,-7.86021671851378e-05,-3.30275249605938e-05,-0.00015581835697042745,-3.3030500579012134e-05,-3.304686676552926e-05,-3.303166983792405e-05,-3.302389228598823e-05,-3.302879148370241e-05,-0.00023026051948016324,-3.303081245253914e-05,-3.304387465885572e-05,-3.303161479029093e-05,-0.0002301360327071622,-3.3047253057416626e-05,-3.3035911949697017e-05,-3.3017923064426746e-05,-3.3032897766349656e-05,-0.00023024096476831346,-0.00023024831457318928,-3.3028433806703283e-05,-3.302152920325874e-05,-0.0002278146178915641,-0.00022570513380626434,-0.0001620724510089655,-0.00023022122194205075,-3.302837741436804e-05,-3.303852350744485e-05,-3.303823217393198e-05,-0.00023013703686236564,-0.00023023928535070848,-3.3036972608702087e-05,-3.302622803436073e-05
1,-3.303643464236394e-05,-0.000508357552599259,-3.302469522203921e-05,-3.3046146691195766e-05,-7.860235989520792e-05,-3.302760595913501e-05,-0.00015581873894598974,-3.30305815823273e-05,-3.304694781580686e-05,-3.303175085744847e-05,-3.302397326176987e-05,-3.302887245670849e-05,-0.0005083736100004455,-3.303089346140542e-05,-3.3043955678935255e-05,-3.303169578328102e-05,-0.00031568568626738625,-3.3047334108582405e-05,-3.3035992955565696e-05,-3.301800403099353e-05,-3.30329787829875e-05,-0.0006406916212317038,-0.000663745480243394,-3.302851480468938e-05,-3.302161017793015e-05,-0.00022781517636638604,-0.00022570568706892224,-0.00016207284831959434,-0.0005082946798875554,-3.3028458408135286e-05,-3.303860451042695e-05,-3.303831317269523e-05,-0.00031876411769227175,-0.0005083309464670727,-3.3037053628004465e-05,-3.302630904222781e-05
2,-0.00024220875625846627,-3.3078331870384226e-05,-3.3024567568262775e-05,-0.00034147601887735135,-3.302155331252887e-05,-0.0001456821791242513,-3.302911380320683e-05,-3.30304538261883e-05,-3.3046819930326876e-05,-0.00019088201196026944,-3.302384552639204e-05,-3.3028744752416905e-05,-3.308060237572352e-05,-3.3030765637098725e-05,-3.304382792079785e-05,-3.3031568036911985e-05,-3.304459100550439e-05,-3.3047206331238144e-05,-3.303586522229729e-05,-3.301787634157893e-05,-3.3032851007419595e-05,-3.3075082444655735e-05,-3.307718304279561e-05,-3.302838705110389e-05,-3.302148243244929e-05,-3.303611333249634e-05,-3.303590895031849e-05,-3.3029723762734164e-05,-3.306940285496829e-05,-3.3028330687634444e-05,-3.303847675961702e-05,-3.3038185404676845e-05,-3.304488666189265e-05,-3.307456089529648e-05,-0.00024901107747732354,-3.302618124034762e-05
3,-3.303635228568691e-05,-0.0002258487213927518,-3.30246129262024e-05,-3.304606432485979e-05,-7.86021640171164e-05,-3.302752362810413e-05,-0.00015581835069122807,-3.3030499247188594e-05,-3.3046865432151407e-05,-3.303166850576744e-05,-3.302389095449776e-05,-3.302879015265603e-05,-0.00022585658364593364,-3.303081112038253e-05,-3.304387332736525e-05,-3.303161345891148e-05,-0.00022573407297188375,-3.3047251725037974e-05,-3.30359106179845e-05,-3.301792173371343e-05,-3.303289643441509e-05,-0.00022583734239955966,-0.00022584457496532817,-3.302843247476872e-05,-3.302152787165724e-05,-0.00022570580465552936,-0.00022570512471187243,-0.00016207244447796754,-0.00022581791367692894,-3.302837608309961e-05,-3.3038522175843354e-05,-3.303823084255253e-05,-0.00022573506130263432,-0.00022583568884415595,-3.30369712766565e-05,-3.302622670231514e-05
4,-0.0002219001012964128,-3.3078328503299836e-05,-3.30245642077287e-05,-0.00022193318058583156,-3.302154995110662e-05,-0.00014568216429933223,-3.3029110441007425e-05,-3.3030450463655825e-05,-3.3046816566462134e-05,-0.0001908819925362515,-3.3023842166413075e-05,-3.302874139143874e-05,-3.308059900986038e-05,-3.303076227545443e-05,-3.304382455504573e-05,-3.303156467493462e-05,-3.304458764097351e-05,-3.3047202965375e-05,-3.303586186109708e-05,-3.301787298592984e-05,-3.3032847644665075e-05,-3.30750790763501e-05,-3.30771796785978e-05,-3.302838368424155e-05,-3.302147907291442e-05,-3.303610996874262e-05,-3.30359055896734e-05,-3.3029720401756e-05,-3.3069399490548435e-05,-3.302832732610117e-05,-3.303847339697352e-05,-3.3038182040923125e-05,-3.3044883301469596e-05,-3.30745575297664e-05,-0.00022190220325291055,-3.302617787914741e-05
5,-3.3036348159320994e-05,-0.00021237145751884512,-3.3024608804610445e-05,-3.3046060198493876e-05,-7.860215420307792e-05,-3.302751950073901e-05,-0.00015581833123856637,-3.30304951229321e-05,-3.304686130178869e-05,-3.303166437917948e-05,-3.302388682957513e-05,-3.3028786028732604e-05,-0.0002123789288263067,-3.303080699268435e-05,-3.304386920199853e-05,-3.303160933465499e-05,-0.00021226246572769725,-3.304724759978228e-05,-3.303590649306187e-05,-3.301791761156636e-05,-3.303289230860429e-05,-0.00021236064689700296,-0.00021236752066733366,-3.302842834873587e-05,-3.302152374651257e-05,-0.00021223558106897578,-0.00021223493437516616,-0.00016207242424615131,-0.00021234217944487987,-3.3028371960730496e-05,-3.303851805014357e-05,-3.303822671729684e-05,-0.00021226340563096358,-0.0002123590724885105,-3.303696714895832e-05,-3.302622257472798e-05
6,-3.3036325225555e-05,-0.000141517671202962,-3.3024585897267755e-05,-3.304603726717037e-05,-7.860209966081833e-05,-3.302749656286519e-05,-0.00014140267180584587,-3.3030472198380956e-05,-3.304683834537414e-05,-3.303164144319304e-05,-3.302386390380274e-05,-3.302876310828928e-05,-0.00014152308721493423,-3.303078405081372e-05,-3.3043846273561606e-05,-3.303158640954873e-05,-0.00014143841767966236,-3.304722467301069e-05,-3.303588356706744e-05,-3.301789470333549e-05,-3.303286937827998e-05,-0.00014150984865612948,-0.00014151483614566196,-3.302840541619112e-05,-3.302150082029609e-05,-0.0001414188072423883,-0.00014141833534797588,-0.0001414040758620505,-0.00014149643482819219,-3.302834905050123e-05,-3.303849511859802e-05,-3.303820379063627e-05,-0.00014143910298680673,-0.00014150869033491276,-3.3036944208086894e-05,-3.3026199634189624e-05
7,-0.00024220873886571237,-3.3078329492730596e-05,-3.302456519660435e-05,-0.00024224433088781971,-3.302155093898307e-05,-0.00014568216866173156,-3.302911142966103e-05,-3.303045145253147e-05,-3.304681755611494e-05,-0.0001908819982511245,-3.302384315473361e-05,-3.302874237975928e-05,-3.308059999995727e-05,-3.303076326410803e-05,-3.304382554492058e-05,-3.3031565664032314e-05,-3.3044588631070404e-05,-3.3047203955027804e-05,-3.303586284997273e-05,-3.301787397325118e-05,-3.303284863431788e-05,-3.3075080067446194e-05,-3.307718066813958e-05,-3.3028384674116396e-05,-3.3021480060901887e-05,-3.303611095861747e-05,-3.303590657821598e-05,-3.302972138974347e-05,-3.3069400480090216e-05,-3.3028328314754773e-05,-3.303847438584917e-05,-3.3038183029909796e-05,-3.304488429056729e-05,-3.307455851975227e-05,-0.0002422110002893163,-3.302617886791204e-05
8,-3.3036316788193076e-05,-3.307834186894176e-05,-3.3024577462237303e-05,-3.304602886777808e-05,-3.302156329698658e-05,-3.302748821232271e-05,-3.3029123706951324e-05,-0.0001766664025503184,-0.0003226708604796569,-3.303163299439582e-05,-0.00010551481671106089,-3.302875475919009e-05,-3.308061235440807e-05,-3.303077562655243e-05,-0.0003226568494810733,-3.303157799394718e-05,-3.304460089448291e-05,-0.0003226726722522777,-0.00020261217415840083,-4.1674567563210196e-05,-0.00020260262844373766,-3.307509241701201e-05,-3.307719297063194e-05,-3.3028396975165464e-05,-3.302149243056274e-05,-3.30361232241394e-05,-3.3035918905688355e-05,-3.302973372298901e-05,-3.306941278824471e-05,-0.00015375214401525117,-3.3038486749403795e-05,-3.303819531663699e-05,-3.304489654776255e-05,-3.3074570868318887e-05,-3.3036935838781645e-05,-0.0001306049516596186
9,-3.303631326490031e-05,-3.3078338337988455e-05,-3.3024573948048364e-05,-3.3046025333272055e-05,-3.302155976636634e-05,-3.3027484670489216e-05,-3.30291201943167e-05,-0.00017666638370172905,-0.0002546724854497473,-3.3031629473656565e-05,-0.00010551480546272529,-3.302875121979909e-05,-3.308060882212249e-05,-3.3030772094044814e-05,-0.00025466106155180857,-3.3031574467878855e-05,-3.304459737163423e-05,-0.00025467396256206865,-0.00020261215254469,-4.167456311332529e-05,-0.00020260260682569697,-3.30750888830611e-05,-3.30771894534454e-05,-3.302839345253883e-05,-3.302148890005352e-05,-3.303611970972842e-05,-3.3035915386725456e-05,-3.30297301960325e-05,-3.3069409261732297e-05,-0.0001537521276103737,-3.3038483216452086e-05,-3.303819180244805e-05,-3.304489303834757e-05,-3.307456733736558e-05,-3.303693230349847e-05,-0.00013060493771821502
