,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,-0.00014382517234683357,-0.00014260391851540343,-3.748941413670334e-05,-1.7794382529784656e-05,-0.00014484242276841498,-0.00013169194255442844,-0.00014479693369351458,-0.00014141054713664875,-3.558876505956972e-05,-0.00013504326582044929,-0.00022145773043702525,-1.7794382529784713e-05,-1.749817846827298e-05,-3.748941413670381e-05,-0.0001376535726466013,-6.552236971571541e-05,-1.779438252978463e-05,-0.00012294367153374789,-8.98008139684371e-05,-0.0002168475224104539,-0.0001457365143033519,-0.00015006007106789445,-0.00014520634879740106,-0.00019281208538726483,-0.00014526823599759445,-1.8744707068352048e-05,-1.874470706835192e-05,-0.0001612287922363275,-0.00019802641603927358,-5.623412120505575e-05,-0.0001646976976128795,-2.5514889546661544e-05,-5.338314758935424e-05,-0.00014259093582171916,-2.9933604656145113e-05,-0.0001493698014115533
1,-0.00014116996971543205,-0.00013926567684304324,-4.744914965898268e-05,-2.3117569121227578e-05,-0.00014510457493478377,-0.00013110958212282954,-0.0001426179320520285,-0.00013973237197126713,-4.62351382424556e-05,-0.0001367989426889173,-0.0003603076300307087,-2.31175691212276e-05,-2.863287368584375e-05,-4.744914965898273e-05,-0.000135531242545163,-8.255253405442105e-05,-2.3117569121227713e-05,-0.00012788343362232045,-0.00010895218743589779,-0.00026632729859903077,-0.00014338197838216843,-0.0001490035059706508,-0.00014217054782343375,-0.00019109105927448262,-0.0001435715759960623,-2.3724574829491622e-05,-2.372457482949122e-05,-0.00015976439067306777,-0.00019617590827509604,-7.117372448847403e-05,-0.00016738974945125325,-1.3150955025266686e-05,-6.935270736368267e-05,-0.00013945433580906362,-3.6317395811967754e-05,-0.0001504274238620348
2,-0.0001437525514236573,-0.0001429481119283545,-3.326589925596292e-05,-1.5001725607927067e-05,-0.00014575366956219362,-0.00012565119981782538,-0.00014479991860882538,-0.0001423907953622659,-3.000345121585421e-05,-0.00011876539756059288,-0.0001449175714001304,-1.5001725607926926e-05,-1.25718089324913e-05,-3.326589925596342e-05,-0.00013858581699132652,-4.92275452045677e-05,-1.5001725607926987e-05,-0.00016405140733891717,-5.767228196614235e-05,-0.00014630173954465996,-0.00024998010616677515,-0.00014751142596768527,-0.00014559155678374092,-0.00014485228223233034,-0.00014633770577616756,-1.6632949627981644e-05,-1.6632949627981427e-05,-0.00014276610755532406,-0.00014735554938998622,-4.989884888394442e-05,-0.00011557314537810048,-3.094975066404574e-05,-4.500517682378109e-05,-0.0001424157891088919,-1.9224093988713338e-05,-0.00019009991618132644
3,-0.0001438628766189601,-0.00014265108163954141,-3.723647886175864e-05,-1.7703331759107538e-05,-0.00014485335695651658,-0.00013161712486583794,-0.00014482881297927359,-0.00014141321715993495,-3.5406663518215455e-05,-0.00013502800241711784,-0.00021979974633068696,-1.7703331759107558e-05,-1.735895736276545e-05,-3.72364788617592e-05,-0.00013770255212651578,-6.514028568877436e-05,-1.770333175910751e-05,-0.00012283747471630388,-8.92008665116795e-05,-0.00021524899525393381,-0.0001457724232314168,-0.00015004355611556783,-0.00014524409166918206,-0.00019284352139896193,-0.0001453021344748378,-1.861823943087945e-05,-1.861823943087944e-05,-0.00016125650761853355,-0.00019805145935848677,-5.585471829263796e-05,-0.00016469702462533855,-2.5651647434884217e-05,-5.310999527732259e-05,-0.00014263984879113285,-2.9733622170559235e-05,-0.00014933779011589948
4,-0.00014425237963554074,-0.0001434208653601189,-3.2856562727875967e-05,-1.4785914721615467e-05,-0.00014597007393587938,-0.0001261168403038398,-0.0001451514805755838,-0.0001423343986921992,-2.957182944323123e-05,-0.00011965621286371065,-0.00014532859849230694,-1.478591472161541e-05,-1.2172147043998315e-05,-3.285656272787627e-05,-0.0001389053842998232,-4.877447599852782e-05,-1.4785914721615567e-05,-0.00016492959823377756,-5.7607939665892256e-05,-0.0001460343540881686,-0.00021860310325734202,-0.00014803951445778416,-0.00014589690720211805,-0.00014514371776840453,-0.00014647897237310962,-1.6428281363938095e-05,-1.6428281363938166e-05,-0.00014301091430956355,-0.00014774135836428186,-4.928484409181473e-05,-0.0001157483258309406,-3.159047291992068e-05,-4.435774416484634e-05,-0.00014295697354880016,-1.9202646555296854e-05,-0.00019043474606056496
5,-0.00014399812952415515,-0.0001428146805175963,-3.6463744446997916e-05,-1.7407851307258118e-05,-0.00014490024622606024,-0.00013139831476359216,-0.000144941486564405,-0.0001414248120257434,-3.481570261451674e-05,-0.00013506791681461427,-0.00021474263784777685,-1.740785130725817e-05,-1.6940805921289828e-05,-3.6463744446997604e-05,-0.00013788475593515576,-6.393944703871453e-05,-1.7407851307258202e-05,-0.00012251272944991545,-8.737123327259365e-05,-0.0002103325635299429,-0.00014589233001541908,-0.00014999194220163494,-0.00014536983502362182,-0.00019296515395106651,-0.00014541671657373125,-1.8231872223498805e-05,-1.8231872223498663e-05,-0.00016137801395782987,-0.00019814294672602397,-5.469561667049632e-05,-0.00016471391184628818,-2.6079499895427176e-05,-5.222355392177519e-05,-0.0001428091208525425,-2.9123744424197848e-05,-0.00014922589827456024
6,-0.00014475173393321662,-0.0001436905787553185,-3.2301718167028086e-05,-1.5717886935589987e-05,-0.00014523246710311497,-0.0001300873438373568,-0.00014557126716037913,-0.00014148152693355256,-3.1435773871180516e-05,-0.00013527621529432074,-0.00018800850550437526,-1.571788693559002e-05,-1.4712110817534573e-05,-3.230171816702821e-05,-0.00013889587495952586,-5.682931661046695e-05,-1.571788693559008e-05,-0.0001210253405168582,-7.618062821786272e-05,-0.0001843860641459853,-0.00014652045350510136,-0.00014967730902290644,-0.0001460381176067041,-0.0001872204102804815,-0.00014607253440452188,-1.615085908351421e-05,-1.6150859083514077e-05,-0.00016198306632176393,-0.00019062243701290383,-4.8452577250542555e-05,-0.00016502736364421374,-2.871917968046505e-05,-4.7153660806770415e-05,-0.00014372951200610176,-2.539354273928632e-05,-0.00014864801201364776
7,-0.00014409229129660738,-0.00014328190032258454,-3.3032770126104955e-05,-1.486598244093645e-05,-0.00014588684365842393,-0.00012604661218560027,-0.0001450317246690565,-0.0001423649084932448,-2.9731964881873294e-05,-0.00011934632487842727,-0.00014520888243072107,-1.4865982440936394e-05,-1.2238372387690844e-05,-3.3032770126105416e-05,-0.00013879010456031805,-4.893569925071848e-05,-1.4865982440936527e-05,-0.0001647461204262078,-5.761120310653606e-05,-0.00014611432721142693,-0.00022621024763783465,-0.00014793465911992513,-0.00014581564506753448,-0.0001450427104293553,-0.00014642189103024648,-1.651638506305257e-05,-1.6516385063052583e-05,-0.00014291427973015848,-0.0001476202768245127,-4.9549155189157426e-05,-0.0001157070606371847,-3.144322534344792e-05,-4.459794732280947e-05,-0.00014278648736654683,-1.920373436884567e-05,-0.00019035459167888511
8,-0.00025154024478028596,-0.00014228863603964363,-2.3622207816041423e-05,-1.5133223291756334e-05,-0.00014438284701453994,-0.00022865657968441092,-0.00014458405597375093,-0.00020641176084693785,-3.026644658351297e-05,-0.00012508519239421987,-0.00014298505000567634,-1.513322329175636e-05,-1.2295420730144368e-05,-2.3622207816042165e-05,-0.0002228211782557541,-5.03782136900931e-05,-1.5133223291756483e-05,-0.00011565272461165426,-6.0335301319741765e-05,-0.00014702710413753804,-0.00014447383237407396,-0.00024627775094246564,-0.0002555954878490668,-0.0001422600134829243,-0.00014544683708132968,-1.1811103908020769e-05,-1.1811103908020757e-05,-0.0001448271954473178,-0.0001463809257448992,-3.543331172406055e-05,-0.0001131366367780818,-8.053654302025158e-05,-4.539966987526975e-05,-0.00017950521589780606,-2.0111767106582104e-05,-0.0001456014230730666
9,-0.0002267485273473474,-0.00014267013885858954,-2.3271728458462156e-05,-1.4854558917205328e-05,-0.00014441827828701114,-0.00020474672776956836,-0.0001449538866570264,-0.0002060699524315166,-2.9709117834410804e-05,-0.00012532202152021647,-0.0001433344577336395,-1.4854558917205358e-05,-1.2081465180856265e-05,-2.327172845846278e-05,-0.00022257402090803102,-4.969411220181119e-05,-1.4854558917205455e-05,-0.00011592671702841296,-5.995498310220265e-05,-0.00014667283194755494,-0.00014494519629002775,-0.0002304249539255816,-0.00023034448004947077,-0.00014290216187832044,-0.0001458120589575306,-1.1635864229231312e-05,-1.1635864229231295e-05,-0.0001449276278245054,-0.00014674931541454564,-3.49075926876944e-05,-0.00011449981068659376,-7.982101894156034e-05,-4.456367675161604e-05,-0.00018006231420144832,-1.9984994367400588e-05,-0.00014598355239838745
